epoch,phase,lr,loss,iou,val_loss,val_iou,val_acc,val_macc
0,train,0.001,4.134166717529297,0.017442638778471534,,,,
1,train,0.001006,3.3089890480041504,0.03453115284135865,,,,
2,train,0.001012,2.827670097351074,0.04523220661022513,,,,
3,train,0.001018,2.500605344772339,0.05171606555316982,,,,
4,train,0.001024,2.5879180431365967,0.05435769311224422,,,,
5,train,0.0010299999999999999,2.3036534786224365,0.057502833385399126,,,,
6,train,0.001036,2.595686912536621,0.05948359069165745,,,,
7,train,0.001042,2.2492778301239014,0.06038467391559712,,,,
8,train,0.001048,1.9250408411026,0.06278573149777689,,,,
9,train,0.001054,1.987592339515686,0.06416091141376198,,,,
10,train,0.00106,2.064244508743286,0.06443870832237258,,,,
11,train,0.001066,2.2623605728149414,0.06418313189273314,,,,
12,train,0.0010719999999999998,1.6972339153289795,0.06574850099161533,,,,
13,train,0.001078,2.2450802326202393,0.06562260881669836,,,,
14,train,0.001084,2.12581205368042,0.06519309122907253,,,,
15,train,0.00109,1.8225653171539307,0.06501664556441944,,,,
16,train,0.001096,1.9589349031448364,0.06558495199365137,,,,
17,train,0.0011020000000000001,1.8111921548843384,0.06592054158378717,,,,
18,train,0.001108,1.6986892223358154,0.06668634540135916,,,,
19,train,0.001114,1.9117705821990967,0.06728297857358878,,,,
20,train,0.0011200000000000001,1.6794185638427734,0.06860316099384663,,,,
21,train,0.001126,1.9787013530731201,0.06855443057047739,,,,
22,train,0.001132,1.7582186460494995,0.06974408323937768,,,,
23,train,0.0011380000000000001,1.8452247381210327,0.069647961374142,,,,
24,train,0.001144,1.9368038177490234,0.0695874428162423,,,,
25,train,0.00115,1.7086067199707031,0.07000728784814336,,,,
26,train,0.0011560000000000001,1.7046540975570679,0.06961317397118773,,,,
27,train,0.001162,1.8443878889083862,0.06967449631049186,,,,
28,train,0.001168,2.0181992053985596,0.0696786992219994,,,,
29,train,0.0011740000000000001,1.8222758769989014,0.06952675126882185,,,,
30,train,0.00118,1.6303367614746094,0.06983149283625494,,,,
31,train,0.0011860000000000002,1.7222063541412354,0.07044379744854115,,,,
32,train,0.0011920000000000001,1.8797824382781982,0.07100127583532144,,,,
33,train,0.0011979999999999998,1.9502887725830078,0.07103957604677098,,,,
34,train,0.001204,1.814705491065979,0.07134718820859948,,,,
35,train,0.00121,2.0120058059692383,0.0714733124271285,,,,
36,train,0.0012159999999999999,1.6841888427734375,0.07185782339104817,,,,
37,train,0.001222,1.537099003791809,0.07240971600599438,,,,
38,train,0.0012280000000000001,2.0248923301696777,0.07247112859699337,,,,
39,train,0.001234,1.7522568702697754,0.0722992359493907,,,,
40,train,0.0012400000000000002,2.1446216106414795,0.07209791953817889,,,,
41,train,0.0012460000000000001,1.6216439008712769,0.07222899825718725,,,,
42,train,0.001252,1.666445016860962,0.07256490944431376,,,,
43,train,0.001258,1.7856733798980713,0.07220822323028836,,,,
44,train,0.001264,1.8007335662841797,0.07191285407919959,,,,
45,train,0.00127,1.768020749092102,0.07195503943530349,,,,
46,train,0.0012760000000000002,1.7642161846160889,0.07183755654940596,,,,
47,train,0.0012820000000000002,2.0478572845458984,0.07174139719696035,,,,
48,train,0.001288,1.8120557069778442,0.07189692381120014,,,,
49,train,0.0012940000000000002,1.792596459388733,0.07162950738284368,,,,
50,train,0.0013000000000000002,2.187204599380493,0.07163170997505863,,,,
51,train,0.0013059999999999999,1.7074509859085083,0.07140607257736642,,,,
52,train,0.0013119999999999998,1.8574068546295166,0.07137581322918363,,,,
